T,t,strength_result1,strength_result2,strength_result3,modulus_result1,modulus_result2,modulus_result3,elongation_result1,elongation_result2,elongation_result3,tg_result1,tg_result2,tg_result3
0.0,0.1,115.44287529008119,130.99444750756547,117.43674660567872,4422.7818428558585,4300.881624867019,4465.208438982641,3.6119476722383475,5.525009752987963,3.9795347500702998,122.51365213571631,124.81179113007786,128.70962967610834
0.0,0.11,115.52644310374211,131.5041485173163,118.03482859162747,4429.546814556466,4307.193537894236,4469.642863006728,3.622849823711464,5.5606453477358615,4.0365165875014615,122.55358265582859,125.02658574406493,128.87296945443066
0.0,0.12,115.60193843734646,131.99780292032693,118.62713734283905,4435.977380906683,4313.374511308088,4473.712203916484,3.633557084531665,5.595301847287393,4.09402920422389,122.5876614423996,125.23334365319397,129.02826449605695
0.0,0.13,115.67034793078864,132.47534885579358,119.21371724869095,4442.070541477831,4319.426310686424,4477.419309131483,3.644119444447096,5.628967479137572,4.1520508432581344,122.61613942039531,125.43204290204108,129.1754962869891
0.0,0.14,115.73268536949158,132.93673981279792,119.79461198807533,4447.823524165242,4325.350640910157,4480.767525446887,3.654588428300216,5.661631623407159,4.210556829857442,122.6392748917294,125.62266697947629,129.31464611017114
0.0,0.15,115.78998743094638,133.38194435761318,120.36986421235477,4453.233805394386,4331.1491390059455,4483.760698472237,3.665016846805729,5.693284784226614,4.269519523600107,122.6573328592491,125.8052049886885,129.44569520925023
0.0,0.16,115.84330920316475,133.81094582592067,120.93951530218533,4458.299130414107,4336.823367032688,4486.4031693063025,3.6754585317706754,5.723918558632892,4.328908292699166,122.67058431353715,125.97965180631647,129.56862502539272
0.0,0.17,115.89371949749835,134.2237419835143,121.50360518910888,4463.01753353572,4342.374805021005,4488.699768359589,3.6859680570254607,5.753525603583735,4.388689511049555,122.6793054854339,126.14600822885467,129.6834175079127
0.0,0.18,115.94229597937004,134.62034465892245,122.06217222818844,4467.387358173868,4347.804843977505,4490.655806266994,3.696600446424542,5.782099601661064,4.448826578090204,122.68377706730931,126.30428110451501,129.79005549798862
0.0,0.19,115.99012014149758,135.00077935115843,122.61525310348766,4471.407276543916,4353.114778969113,4492.277061863922,3.707410870366295,5.80963522599089,4.5092799611277705,122.68428340625508,126.45448344877852,129.88852318325087
0.0,0.2,116.0382721452194,135.36508481552733,123.16288274406908,4475.07630886838,4358.3058023054145,4493.569767228953,3.718454332375157,5.836128104853344,4.570007259368021,122.68111167248702,126.59663454194484,129.97880661962705
0.0,0.21,116.08782555658578,135.71331263008454,123.70509422461086,4478.3938419450715,4363.378996841064,4494.540589824601,3.7297853473881633,5.861574786394924,4.630963288546229,122.6745510063765,126.730760007067,130.0608943155058
0.0,0.22,116.13984200497524,136.04552674496978,124.24191862190844,4481.359646928649,4368.335329423469,4495.196611793472,3.7414576134927087,5.885972703788471,4.692100184752043,122.66489164766702,126.85689186678906,130.13477787213657
0.0,0.23,116.19536579315877,136.36180301643859,124.77338479660912,4483.973896177911,4373.175644514184,4495.545306490145,3.753523678973526,5.909320141116532,4.753367525815831,122.65242405056418,126.97506857771901,130.2004526731565
0.0,0.24,116.25541848894218,136.6622287270085,125.29951906869286,4486.237179020978,4377.900658016162,4495.594512350584,3.766034606643286,5.931616200182264,4.814712468467043,122.63743798853619,127.08533504112745,130.2579186153079
0.0,0.25,116.3209935297705,136.94690209272065,125.8203447555972,4488.150516291909,4382.510951341228,4495.352404219782,3.7790396375509774,5.952860768381681,4.876079899390268,122.62022165281044,127.18774258891759,130.30718087171448
0.0,0.26,116.39305087292408,137.21593175812035,126.33588154362994,4489.715373493278,4387.0069657549575,4494.827462275825,3.7925858562824253,5.973054487703022,4.937412598287778,122.60106074869682,127.28234894398315,130.34825067852495
0.0,0.27,116.47251172515712,137.46943627918537,126.84614466651323,4490.933672441191,4391.388997037739,4494.028438706988,3.806717860184307,5.992198724854458,4.998651411100115,122.58023759400837,127.36921815425404,130.38114613527554
0.0,0.28,116.56025338673717,137.70754359408562,127.35114386965495,4491.807801251698,4395.657190502392,4492.964322316973,3.8214774349520733,6.010295542462744,5.059735431629139,122.55803022398916,127.44842049990694,130.4058930088953
0.0,0.29,116.6571042458111,137.93039048136438,127.85088214509827,4492.34062253137,4399.811536408881,4491.644301254579,3.836903239118059,6.027347671232535,5.120602189938009,122.53471150725579,127.5200323734035,130.4225255308787
0.0,0.3,116.76383895974703,138.13812200487845,128.3453542300664,4492.5354796387,4403.851865816774,4490.077724089229,3.853030500053854,6.0433584829107625,5.181187846057491,122.51054827735209,127.58413613220964,130.43108717669483
0.0,0.31,116.88117386053773,138.3308909446522,128.83454487155208,4492.396200889567,4407.777846915564,4488.274059482412,3.8698907241541276,6.058331963862455,5.241427387694456,122.48580048455244,127.64081992422186,130.43163141597117
0.0,0.32,117.00976262141035,138.50885721267173,129.31842687035052,4491.927101586134,4411.588981870405,4486.242854739699,3.8875114238932413,6.072272689035086,5.301254830804897,122.46072037255507,127.69017748610798,130.42422242137152
0.0,0.33,117.15019222142215,138.67218725258937,129.79695893006848,4491.132983758438,4415.284604219636,4483.993693566079,3.905915864434874,6.085185796067096,5.360603422049342,122.43555168464948,127.73230791493668,130.40893572337188
0.0,0.34,117.30297924394921,138.82105342232575,130.27008334954303,4490.019133517188,4418.86387685638,4481.536153390356,3.9251228324253464,6.097076959283401,5.41940584228565,122.41052890383341,127.76731541363549,130.38585879736024
0.0,0.35,117.468566543588,138.9556333586372,130.73772361025308,4488.59131592944,4422.3257906235085,4478.879762667417,3.9451464295087897,6.107952363316024,5.477594410365966,122.38587653117887,127.79530901096365,130.35509156872672
0.0,0.36,117.64732031401081,139.07610932287832,131.19978192296296,4486.855767342193,4425.669163546478,4476.033958610646,3.9659958929651413,6.117818676091465,5.535101286588759,122.36180840650516,127.81640225684177,130.31674682095243
0.0,0.37,117.83952758677268,139.18266752741198,131.65613680917303,4484.819185095603,4428.89264072392,4473.008045843555,3.987675445689008,6.126683020937153,5.591858675211492,122.33852707511048,127.83071289400431,130.2709504912826
0.0,0.38,118.04539418793019,139.27549744241287,132.1066408019754,4482.488714584495,4431.994694890513,4469.811156487527,4.010184177498581,6.134552947577507,5.647799025456708,122.31622320394101,127.83836250708308,130.21784183856357
0.0,0.39,118.26504317564414,139.3547910831658,132.55111835666884,4479.871933647122,4434.973627661093,4466.452212215801,4.033515959491709,6.141436401814677,5.7028552304467635,122.29507505014567,127.83947615034305,130.15757346835852
0.0,0.4,118.49851377773044,139.42074227836693,132.98936406305336,4476.976834280729,4437.827571459195,4462.939888797766,4.0576593928535525,6.147341693719629,5.756960823484937,122.27524798447581,127.83418195541549,130.09031120170494
0.0,0.41,118.74576084345003,139.4735459203955,133.4211412480088,4473.811801706346,4440.554492127081,4459.282583629263,4.082597793172004,6.1522774641949365,5.810050171068081,122.25689407146822,127.82261072048382,130.01623377595985
0.0,0.42,119.00665481878278,139.51339719901952,133.84618104839083,4470.385590828424,4443.152192208749,4455.488386692092,4.108309210939455,6.156252649811155,5.862058661974156,122.24015170778068,127.8048954824863,129.93553236911796
0.0,0.43,119.28098224907271,139.54049082052288,134.26418202050928,4466.707300160007,4445.618314891304,4451.565055308591,4.134766488518892,6.159276445862591,5.912922891721344,122.22514531947371,127.7811710740171,129.84840994278872
0.0,0.44,119.56844680739141,139.55502021478978,134.67481033403104,4462.7863433087405,4447.950348584822,4447.519992959378,4.161937353437667,6.161358267635507,5.962580841648846,122.2119851184475,127.75157366670527,129.7550804035502
0.0,0.45,119.86867084132157,139.55717673342838,135.0777005760927,4458.63241814424,4450.1456321153855,4443.360232318035,4.189784547450686,6.162507709930966,6.010972051825817,122.2007669176621,127.71624030296749,129.6557675874367
0.0,0.46,120.18119742524678,139.54714884256305,135.47245716714667,4454.255473792731,4452.201360501636,4439.092422532889,4.218265990396096,6.162734504935072,6.058037786957371,122.19157200422043,127.67530841813775,129.5507040776271
0.0,0.47,120.505492899735,139.5251213144524,135.8586563652572,4449.665675628847,4454.114591280577,4434.7228206624,4.247334977458286,6.162048478580337,6.103721194426749,122.18446706887326,127.62891535509169,129.44012987060879
0.0,0.48,120.84094987434437,139.49127442257813,136.23584881196948,4444.873368458313,4455.882251345232,4430.257287054505,4.276940408064178,6.160459505592353,6.147967453593081,122.17950419004475,127.57719787358897,129.3242909109006
0.0,0.49,121.18689066524215,139.44578314530713,136.60356255210044,4439.889038107463,4457.501144253689,4425.7012843595585,4.30702704427618,6.157977463465075,6.190723915456424,122.17672087006684,127.5202916566709,129.2034375184972
0.0,0.5,121.54257113451882,139.3888163836126,136.96130644314832,4434.723271655857,4458.96795796707,4421.059879788274,4.337535796216183,6.154612185655046,6.231940231808659,122.17614012097312,127.45833081656366,129.07782273632344
0.0,0.51,121.90718489404622,139.32053619867045,137.30857385838283,4429.386716567064,4460.279272972442,4416.337750172068,4.368404031764753,6.150373414328497,6.271568473013408,122.17777059694393,127.39144740263305,128.94770062697336
0.0,0.52,122.2798678332758,139.24109707538358,137.64484658144133,4423.890038988935,4461.431570746667,4411.539189356286,4.399565907533288,6.145270753035393,6.309563233603685,122.18160677030511,127.31977091404494,128.8133245488253
0.0,0.53,122.65970292750211,139.15064521804692,137.96959878934263,4418.243881508151,4462.421242516502,4406.668117455292,4.430952717907432,6.13931361971961,6.345881724955996,122.18762914787462,127.24342781986348,128.67494544126666
0.0,0.54,123.04572528090375,139.04931788442678,138.2823010247789,4412.458820654756,4463.2445982723075,4401.728091517543,4.462493258810066,6.1325112005043145,6.380483854396076,122.19580452441977,127.16254108940544,128.53281014735776
0.0,0.55,123.43692735711687,138.9372427644877,138.5824240665606,4406.545324460272,4463.897875993087,4396.722317186912,4.494114202732891,6.12487240471553,6.413332290216773,122.20608627001832,127.07722973571452,128.38715979997818
0.0,0.56,123.8322643492105,138.8145374098636,138.86944261824294,4400.513710377174,4464.377251044127,4391.653660994829,4.525740481536819,6.116405821624248,6.4443925122414,122.21841464822384,126.98760837506677,128.23822829451782
0.0,0.57,124.2306596407245,138.6813087199327,139.1428387482366,4394.374103868635,4464.678845709888,4386.524662974654,4.557295673522933,6.107119679398011,6.473632847744647,122.23271716206963,126.89378680542762,128.0862408677272
0.0,0.58,124.63101030986283,138.53765249001924,139.40210502914036,4388.136397974824,4464.798738828769,4381.337549347376,4.588702391325306,6.0970218067562065,6.501024492742846,122.24890892515302,126.79586960675914,127.93141279862209
0.0,0.59,125.0321926300208,138.38365302682197,139.64674733874097,4381.81021415611,4464.732975499312,4376.094245084501,4.619882667272779,6.0861195978195575,6.526541518879744,122.26689305524934,126.69395576603549,127.77394824353999
