0,1,2,3,4,5,6,7,8,9,mean,std
21.470140175678132,7.276492904288352,20.442546183080395,17.03832930268076,6.0157612972081145,12.90691357467786,22.544410895614106,18.150406835500743,18.72271102935273,9.401814091247003,15.39695262893282,5.751996826112327
21.52327359642794,15.831851406768976,21.730259486832068,22.37014328828709,6.0157612972081145,16.30348763664239,22.826063007538515,18.150406835500743,18.807634526641987,15.864509562612083,17.942339064445992,4.744684355278065
23.564850886688635,16.128824549121052,23.47822777982554,25.10706792788794,6.0157612972081145,17.21454705777849,23.69224195632475,18.158730775987433,19.101675007416663,15.864509562612083,18.83264368008507,5.389777703274332
23.564850886688635,22.21320783728635,23.857973498320405,25.113798240530187,6.0157612972081145,17.498269418412573,23.748569368073365,18.852883635325902,20.579052984243784,16.13862401688849,19.75829911829778,5.389693058738796
23.564850886688635,22.270011478529547,23.857973498320405,27.0397070534328,9.571969024032748,17.498269418412573,23.748569368073365,19.188759502753218,20.579052984243784,18.891413295617326,20.621057651010442,4.579542106368253
25.619934838966127,22.270011478529547,23.857973498320405,27.0397070534328,9.571969024032748,18.18902805036715,23.748569368073365,19.201255167940666,20.783293890770608,18.99757059599917,20.92793129664326,4.699990625387329
25.619934838966127,22.32138037984204,23.857973498320405,27.0397070534328,9.571969024032748,19.83775519230868,23.748569368073365,19.201255167940666,21.040422220755996,19.033228159589687,21.127219490326254,4.628009472727223
25.703429624291978,22.32138037984204,23.874156537849437,27.057825516800612,9.571969024032748,19.83775519230868,23.749696110552623,19.203013057472518,21.04610863671076,19.064782478199657,21.143011655806102,4.637991886730026
25.703429624291978,22.32138037984204,23.874156537849437,27.057825516800612,9.571969024032748,19.83775519230868,23.749696110552623,19.21179131735638,21.075168999639065,19.064782478199657,21.146795518087323,4.637572361727517
25.707670936921318,22.32138037984204,23.874156537849437,27.12927614459237,9.572934715679411,19.83775519230868,23.749696110552623,19.356902942856628,21.075168999639065,19.06537889154124,21.16903208517828,4.641001346882075
25.707670936921318,22.32138037984204,23.874156537849437,27.12927614459237,9.572934715679411,21.159872562847685,25.713932822181516,19.356902942856628,21.08928655337298,19.06537889154124,21.49907924876846,4.759424906597446
25.707670936921318,22.32138037984204,25.35821024181408,27.12927614459237,9.614682398518429,21.159872562847685,25.713932822181516,24.99413657862888,21.08928655337298,19.06537889154124,22.21538275102605,4.8710852868515575
25.774990261719164,22.399922462548854,25.35821024181408,27.12927614459237,9.618240706652761,21.159872562847685,25.714684460413718,25.125890075526577,21.131634121378806,20.97243877146477,22.438515980895875,4.790285635367981
26.32231130296835,22.486508453451698,25.35821024181408,27.12927614459237,9.618240706652761,21.159872562847685,25.920963988537306,25.125890075526577,21.13418599173023,20.97243877146477,22.52278982395858,4.844971247783052
