0,1,2,3,4,5,6,7,8,9,mean,std
19.60284278874531,2.168881928277936,0.0,0.0,0.7879204684233899,0.0,0.0,0.0,5.7418267570486465,22.41863715426384,5.072010909675912,8.172559162021523
19.60284278874531,5.050959070818617,0.0,0.0,4.439683676771226,0.0,0.0,0.0,6.45449281670367,23.376021321058616,5.892399967409744,8.187731680076604
19.60284278874531,9.868576481429002,0.0,0.0,6.195847089896089,0.0,0.0,0.0,7.10570933582376,23.472303865609014,6.624527956150317,8.262234660417104
19.60284278874531,11.421832934023055,0.0,0.0,6.505716097183126,0.0,0.0,0.0,7.10570933582376,23.819761226225964,6.845586238200122,8.404199399725279
19.60284278874531,11.413536295325097,0.0,0.0,6.862244601801625,0.0,0.0,0.0,7.361580696957521,23.857539732307046,6.909774411513661,8.4116342371519
23.891980029115377,11.617764496776253,0.0,0.5725271494183022,8.413245422678855,0.0,0.0,0.0,9.709157561092628,24.079106560743554,7.828378121982498,9.1550298775901
23.891980029115377,11.617764496776253,0.0,0.5725271494183022,8.413245422678855,0.0,0.0,0.0,9.1159673833944,24.71677433850253,7.832825881988572,9.259577903734693
25.150501308794478,11.661567054315455,0.0,0.5725271494183022,8.98368242543127,0.0,0.0,0.0,9.1159673833944,24.843741364855493,8.032798668620938,9.511193412694073
25.150501308794478,11.661567054315455,0.0,0.5725271494183022,9.197955595166913,0.0,0.0,0.0,9.1159673833944,24.930186932571253,8.06287054236608,9.5288315375599
25.157930181996374,12.679500967029318,0.0,0.5725271494183022,9.551559261417689,0.0,0.0,0.0,8.544247503298422,24.89971165546456,8.140547671862466,9.568520833548627
26.086722788419344,13.433851284895384,0.0,0.5725271494183022,9.449326084817178,0.0,0.0,0.0,8.544247503298422,24.905029556182477,8.299170436703111,9.77294929996071
26.086722788419344,13.433851284895384,0.0,0.5725271494183022,9.298005133907587,0.0,0.0,0.0,8.544247503298422,24.928743263465954,8.286409712340499,9.775309201642811
25.4117346414265,14.64280783392721,0.0,7.184552688253361,9.298005133907587,0.0,0.0,0.0,15.425281625703928,24.985613143769086,9.694799506698768,9.594621296328246
25.4117346414265,14.64280783392721,0.0,12.609855023058786,9.508893658985043,0.0,0.0,0.0,19.260643244203994,24.94286331102435,10.637679771262588,9.854501916594748
25.41020192442678,16.323649056847177,0.0,12.609855023058786,10.483933528493154,0.0,0.0,0.0,19.469282390162874,25.010754802083692,10.930767672507248,9.95407042248666
25.41020192442678,16.323649056847177,0.0,18.211526384370732,10.494986557756167,0.0,0.0,0.0,19.260643244203994,25.002221913528977,11.470322908113383,10.170273934842204
25.41020192442678,16.323649056847177,0.0,18.211526384370732,10.482134067627486,0.0,0.0,0.0,19.260643244203994,25.009730990384245,11.46978856678604,10.17139731283626
25.41020192442678,16.045476491659358,0.0,18.211526384370732,13.123899537562487,0.0,0.0,0.0,19.457484075151104,25.012989667267757,11.726157808043821,10.179625136729403
23.66503990981914,16.04547649165937,0.0,18.727733025777937,13.123899537562487,0.0,0.0,0.0,19.56815670011199,24.92768723012743,11.605799289505836,9.989057657931637
23.66503990981914,15.894794137980899,0.0,18.727733025777937,13.191448598325278,0.0,0.0,0.0,19.834984564801562,24.972087339781062,11.628608757648587,10.011030104021023
23.66503990981914,15.894794137980899,0.0,18.727733025777937,13.286655344002043,0.0,0.0,0.0,21.477664693152573,24.848238854315753,11.790012596504834,10.142104681536418
23.66503990981914,15.930626755781507,0.0,18.727733025777937,13.660875186477009,0.0,0.0,0.0,23.72372983114137,24.873466842379926,12.05814715513769,10.385961966140068
23.66503990981914,15.930626755781507,11.053490549990308,18.578653730348524,13.668849102916388,0.0,0.0,0.0,24.294262659026042,24.997336323700228,13.218825903158214,9.673194328557837
23.66503990981914,14.64280783392724,11.053490549990308,18.69599481492586,13.576791940583107,0.0,0.0,0.0,24.294262659026042,24.837134217520628,13.076552192579232,9.631341297469369
24.035227998908848,14.64280783392724,11.248878640708224,18.974098504806996,13.770821787229897,0.0,0.0,0.0,24.87029582096629,24.981772488222354,13.252390307476983,9.770646375335547
24.18470322567363,14.64280783392724,11.248878640708224,21.853224951541367,14.876217611963733,0.0,0.0,0.0,24.87029582096629,24.784903424017333,13.646103150879782,9.976853177157162
23.66503990981914,14.64280783392724,13.567418498937917,22.148573767111,15.601881102407857,0.0,0.0,0.0,24.870455937856008,24.784995240355137,13.92811722904143,9.926781280620936
23.88670454871845,14.64280783392724,13.567418498937917,22.148573767111,16.042687370535557,0.0,0.0,0.0,24.8708644084246,24.731547760695367,13.989060418835013,9.951179303047164
24.3282386599869,16.238769249800203,22.145499830412003,22.859838844420423,17.00974433748866,0.0,0.0,0.0,23.085563321196602,24.731547760695367,15.039920200400015,10.200432894521906
24.3282386599869,16.238769249800203,22.145499830412003,23.288448198597028,17.422290724301188,0.0,0.0,2.952317734336516,25.158734971790427,24.73818168376766,15.627248105299193,10.017080135067896
24.3282386599869,16.185607747523814,24.244089817937738,23.276046639438558,18.210332373281187,3.5655397616564755,0.0,2.952317734336516,25.165863868278276,24.767551581010782,16.269558818345025,9.675741138415184
