iteration,metric,mean,std,min,max,median,q25,q75
0,hypervolume,3.732135026455616,9.160357184411083,0.0,30.534346915514362,0.0,0.0,0.0
0,fit_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,optimize_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,reinit_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,batch_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,hypervolume,5.053006377215814,9.143559465952803,0.0,31.89408187364748,2.369795709893773,0.5924489274734432,2.369795709893773
1,fit_time,0.04059999999954016,0.010170545707118788,0.030999999999039574,0.06199999999807915,0.03900000000066939,0.03125,0.046999999998661224
1,optimize_time,4.050100000000384,0.36165576174020286,3.688000000001921,4.984000000000378,3.9615000000012515,3.815749999998843,4.168250000000626
1,reinit_time,0.0031000000002677553,0.006204030948264563,0.0,0.01600000000325963,0.0,0.0,0.0
1,batch_time,4.093800000000192,0.3629170153075321,3.7190000000009604,5.03099999999904,4.007999999999811,3.871000000001004,4.222499999998945
2,hypervolume,15.803500050885834,14.051377489463965,2.369795709893773,41.6299089489701,9.396743988378198,3.0987418124065442,29.026777754199863
2,fit_time,0.0422999999998865,0.010139526615837986,0.030999999999039574,0.06299999999828287,0.046999999998661224,0.03125000000181899,0.04700000000138971
2,optimize_time,4.153099999999904,0.37034077550238437,3.547000000002299,4.827999999997701,4.093999999999141,3.952999999997701,4.2847500000016225
2,reinit_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,batch_time,4.195399999999791,0.3757081846324551,3.5780000000013388,4.875,4.132999999997992,3.9880000000002838,4.32050000000072
3,hypervolume,36.882067616065356,6.973213468318056,20.42486539585702,45.90542629930894,37.92425399230848,33.92814818653085,42.025273237248896
3,fit_time,0.04050000000024738,0.007762087348399037,0.030999999999039574,0.0470000000022992,0.04649999999855936,0.03099999999994907,0.04700000000138971
3,optimize_time,4.646799999999712,0.5491886379012243,3.875,5.812999999998283,4.585499999999229,4.355249999999614,4.710500000000138
3,reinit_time,0.001599999999962165,0.004799999999886495,0.0,0.01599999999962165,0.0,0.0,0.0
